"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"17235","tx","0",72,"0","Democratic","","Democratic",120000,"Apartment",187500,"0"
"17236","mi","0",27,"1","Democratic","Likely African-American","Democratic",21000,"Apartment",80384,"0"
"17237","or","1",94,"1","Non-Partisan","European","Independent",203000,"Residential",680177,"1"
"17238","ri","0",33,"1","Non-Partisan","","Independent",46388,"Apartment",92666,"0"
"17239","al","1",45,"0","Republican","European","Republican",52452,"Residential",148749,"0"
"17240","co","0",32,"0","Non-Partisan","European","Democratic & Independent",33801,"Apartment",244571,"0"
"17241","id","1",52,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",20000,"Unknown",336695,"0"
"17242","mn","1",78,"1","Republican","","Republican",102127,"Residential",165865,"1"
"17243","ca","1",41,"1","Non-Partisan","Other","Democratic & Independent",250000,"Unknown",1899203,"0"
"17244","fl","1",53,"1","Democratic","Likely African-American","Democratic",99000,"Residential",197545,"0"
"17245","ga","1",46,"1","Democratic","Likely African-American","Democratic",111874,"Residential",395646,"0"
"17246","ga","1",67,"0","Democratic","Likely African-American","Democratic",6000,"Apartment",148545,"0"
"17247","ga","1",79,"1","Republican","","Republican",43408,"Condominium",240255,"1"
"17248","ma","1",27,"1","Non-Partisan","European","Independent",142000,"Residential",425548,"1"
"17249","tx","0",38,"1","Republican","","Republican",155000,"Unknown",221585,"0"
"17250","ga","1",24,"1","Non-Partisan","Hispanic and Portuguese","Independent",193000,"Unknown",152027,"0"
"17251","tn","0",19,"1","Non-Partisan","European","Independent",102898,"Residential",322877,"0"
"17252","ca","1",31,"1","Democratic","","Democratic",21000,"Residential",262500,"0"
"17253","ia","1",66,"1","Democratic","European","Democratic",89454,"Residential",399449,"1"
"17254","mt","1",68,"1","Non-Partisan","European","Independent",40000,"Residential",89499,"0"
"17255","va","1",46,"1","Democratic","Hispanic and Portuguese","Democratic",119344,"Unknown",472365,"0"
"17256","tx","1",38,"1","Democratic","European","Democratic",65901,"Apartment",225855,"0"
"17257","fl","1",60,"1","Democratic","European","Democratic & Republican",62631,"Residential",87500,"0"
"17258","ny","0",18,"0","Democratic","Hispanic and Portuguese","Democratic",70000,"Apartment",165643,"0"
"17259","tx","1",67,"1","Democratic","European","Democratic & Republican",106715,"Residential",262500,"0"
"17260","az","1",24,"0","Non-Partisan","European","Democratic & Republican & Independent",250000,"Residential",460168,"0"
"17261","mi","1",44,"0","Democratic","European","Democratic & Republican",145634,"Residential",487837,"0"
"17262","az","1",46,"0","Libertarian","European","Independent",141000,"Residential",261269,"0"
"17263","il","0",49,"1","Non-Partisan","European","Independent",79027,"Unknown",150031,"0"
"17264","ky","1",32,"1","Republican","European","Democratic & Republican",37499,"Residential",103570,"0"
"17265","ga","1",29,"0","Republican","European","Republican",125594,"Residential",297021,"0"
"17266","fl","1",43,"1","Democratic","Likely African-American","Democratic",70937,"Apartment",271506,"0"
"17267","or","1",23,"1","Democratic","European","Democratic",72000,"Apartment",537857,"0"
"17268","ms","0",34,"0","Democratic","European","Democratic & Independent",59721,"Residential",336749,"0"
"17269","md","1",56,"0","Democratic","Likely African-American","Democratic & Independent",94317,"Residential",381428,"0"
"17270","ca","1",70,"0","Republican","European","Republican",98000,"Unknown",632703,"0"
"17271","ms","1",51,"1","Non-Partisan","European","Democratic & Independent",73000,"Unknown",172580,"0"
"17272","mi","1",58,"1","Democratic","European","Democratic",92000,"Residential",162499,"0"
"17273","wi","0",53,"0","Non-Partisan","European","Independent",78865,"Unknown",114780,"0"
"17274","sd","0",37,"1","Democratic","European","Democratic & Independent",NA,"Unknown",NA,"0"
"17275","mo","0",22,"0","Republican","European","Republican",165000,"Residential",409769,"0"
"17276","nc","0",36,"1","Non-Partisan","European","Republican & Independent",244000,"Residential",1950000,"0"
"17277","pa","0",40,"1","Non-Partisan","European","Independent",85763,"Residential",76832,"0"
"17278","il","0",17,"0","Non-Partisan","East and South Asian","Independent",240000,"Apartment",908332,"0"
"17279","tn","1",57,"1","Democratic","Likely African-American","Democratic",58000,"Apartment",175739,"0"
"17280","ut","1",63,"1","Democratic","European","Democratic",44000,"Residential",356061,"1"
"17281","nv","1",23,"0","Democratic","European","Democratic",144000,"Unknown",254770,"0"
"17282","pa","0",74,"0","Democratic","European","Democratic",94741,"Unknown",NA,"0"
"17283","mi","1",19,"1","Republican","European","Republican",70756,"Residential",210717,"0"
"17284","mi","1",31,"0","Republican","European","Republican",59000,"Residential",100742,"0"
"17285","ar","0",59,"0","Non-Partisan","European","Independent",82385,"Residential",329364,"0"
"17286","in","0",37,"1","Republican","European","Republican",53000,"Residential",34749,"0"
"17287","pa","1",61,"1","Republican","European","Republican",70000,"Residential",171813,"0"
"17288","ny","1",37,"0","Independence","European","Democratic & Independent",150580,"Duplex",885672,"0"
"17289","ri","0",22,"1","Non-Partisan","","Independent",77000,"Apartment",108002,"0"
"17290","tx","1",26,"1","Democratic","","Democratic & Republican",48000,"Residential",215328,"0"
"17291","ca","1",27,"1","Democratic","Hispanic and Portuguese","Democratic & Republican",223000,"Apartment",1000000,"0"
"17292","wa","1",40,"1","Democratic","European","Democratic",87000,"Residential",562853,"0"
"17293","md","1",56,"1","Democratic","European","Democratic",71000,"Apartment",562978,"0"
"17294","fl","0",75,"0","Non-Partisan","European","Independent",NA,"Unknown",192226,"0"
"17295","ca","1",22,"0","Non-Partisan","European","Democratic & Independent",250000,"Residential",3271588,"0"
"17296","md","1",44,"1","Democratic","Likely African-American","Democratic",96302,"Apartment",243693,"1"
"17297","ca","1",68,"1","Democratic","East and South Asian","Democratic & Independent",62000,"Residential",578124,"0"
"17298","ny","1",48,"1","Independence","European","Independent",217000,"Residential",911409,"0"
"17299","ak","1",67,"1","Republican","European","Republican",118614,"Duplex",352810,"0"
"17300","fl","0",36,"0","Democratic","European","Democratic & Independent",36000,"Residential",327040,"0"
"17301","in","1",43,"0","Democratic","European","Democratic",49523,"Apartment",74642,"0"
"17302","nc","1",55,"1","Republican","Other","Republican",250000,"Residential",198115,"0"
"17303","ma","1",69,"0","Democratic","Hispanic and Portuguese","Democratic",173000,"Residential",460190,"1"
"17304","nj","1",58,"0","Non-Partisan","Other","Independent",143000,"Residential",507652,"1"
"17305","mo","1",54,"1","Republican","European","Republican",57000,"Residential",355374,"0"
"17306","ca","1",65,"0","Republican","European","Democratic & Republican & Independent",200000,"Residential",347156,"0"
"17307","fl","0",72,"1","Republican","European","Republican",65000,"Residential",338036,"0"
"17308","wi","1",29,"0","Democratic","European","Democratic & Republican & Independent",83229,"Residential",222764,"1"
"17309","ca","1",70,"0","Republican","","Republican & Independent",166000,"Residential",883038,"0"
"17310","mn","0",61,"1","Non-Partisan","European","Independent",213000,"Residential",1770755,"0"
"17311","ca","1",67,"1","Democratic","","Democratic & Independent",250000,"Residential",811197,"0"
"17312","il","1",31,"1","Non-Partisan","European","Independent",98993,"Residential",245981,"1"
"17313","tx","1",48,"1","Republican","","Democratic & Republican & Independent",122000,"Residential",137500,"0"
"17314","ny","0",54,"0","Democratic","","Democratic",61000,"Apartment",146538,"0"
"17315","il","1",48,"0","Democratic","European","Democratic",68995,"Triplex",236956,"0"
"17316","wi","1",88,"1","Non-Partisan","European","Independent",20000,"Residential",117698,"0"
"17317","il","1",37,"0","Non-Partisan","European","Independent",133000,"Residential",221720,"0"
"17318","ks","1",46,"0","Non-Partisan","","Republican & Independent",250000,"Residential",469539,"0"
"17319","ma","1",39,"1","Non-Partisan","","Independent",140000,"Residential",631693,"0"
"17320","ia","1",66,"0","Republican","European","Republican",250000,"Residential",587324,"0"
"17321","oh","1",95,"0","Republican","European","Republican & Independent",40832,"Residential",262500,"1"
"17322","md","1",80,"0","Democratic","European","Democratic",32187,"Residential",266767,"1"
"17323","nc","1",48,"1","Republican","European","Republican",41000,"Unknown",166186,"0"
"17324","ca","1",56,"1","Republican","European","Republican",91959,"Apartment",511018,"0"
"17325","ri","1",50,"0","Democratic","","Democratic",163147,"Residential",325000,"1"
"17326","wi","1",60,"1","Republican","European","Republican",83000,"Residential",239848,"0"
"17327","va","1",58,"1","Democratic","Likely African-American","Democratic",42338,"Unknown",142827,"0"
"17328","tn","1",64,"0","Republican","European","Republican",174411,"Residential",518999,"0"
"17329","or","0",69,"1","Democratic","European","Democratic",197000,"Apartment",279200,"0"
"17330","wa","1",60,"0","Democratic","","Democratic",114000,"Unknown",212500,"0"
"17331","ca","1",62,"0","Non-Partisan","European","Republican & Independent",99000,"Residential",944086,"0"
"17332","vt","1",26,"1","Democratic","European","Democratic & Independent",35000,"Residential",NA,"0"
"17333","tx","1",66,"1","Democratic","Likely African-American","Democratic",68000,"Residential",130484,"0"
"17334","in","1",56,"0","Non-Partisan","European","Independent",91911,"Residential",112516,"0"
"17335","tx","0",18,"1","Republican","East and South Asian","Republican",209000,"Unknown",249314,"0"
"17336","mn","0",56,"0","Republican","European","Democratic & Republican",19000,"Unknown",63607,"0"
"17337","tx","1",35,"0","Democratic","Hispanic and Portuguese","Democratic",53000,"Residential",515689,"0"
"17338","mi","1",73,"0","Non-Partisan","European","Independent",250000,"Residential",375000,"0"
"17339","ca","1",20,"0","Democratic","Other","Democratic",135981,"Residential",1113094,"0"
"17340","pa","1",39,"1","Republican","European","Republican",22940,"Apartment",187500,"0"
"17341","nm","1",53,"1","Republican","Hispanic and Portuguese","Republican",38000,"Residential",144976,"1"
"17342","ca","1",24,"0","Non-Partisan","European","Republican & Independent",96000,"Unknown",308929,"0"
"17343","ca","1",19,"1","Democratic","Hispanic and Portuguese","Democratic & Republican & Independent",46000,"Residential",216024,"0"
"17344","va","1",59,"1","Democratic","European","Democratic",76000,"Unknown",424619,"0"
"17345","il","1",64,"0","Republican","European","Republican",86412,"Residential",144775,"0"
"17346","mo","1",56,"0","Democratic","European","Democratic",110000,"Residential",88628,"0"
"17347","tx","1",73,"0","Republican","European","Republican",55726,"Residential",440396,"1"
"17348","ky","0",18,"1","Other","European","Democratic & Independent",49000,"Apartment",87500,"0"
"17349","tx","1",33,"0","Democratic","East and South Asian","Democratic",74000,"Residential",169025,"0"
"17350","ca","0",26,"0","Non-Partisan","European","Democratic & Independent",152000,"Residential",771327,"0"
"17351","ky","0",86,"0","Democratic","Likely African-American","Democratic",89000,"Apartment",175014,"1"
"17352","ia","1",23,"1","Republican","European","Republican",99000,"Unknown",168821,"1"
"17353","wi","0",50,"1","Democratic","European","Independent",73199,"Residential",512339,"0"
"17354","co","1",63,"1","Democratic","European","Democratic",47000,"Residential",259941,"0"
"17355","ca","1",90,"0","Republican","European","Republican",93503,"Residential",273683,"1"
"17356","il","1",50,"1","Non-Partisan","European","Independent",35000,"Apartment",128570,"0"
"17357","fl","1",22,"1","Democratic","Likely African-American","Democratic & Republican",89000,"Residential",125123,"0"
"17358","al","1",71,"1","Republican","European","Republican",62000,"Residential",340137,"1"
"17359","az","1",65,"1","Republican","European","Republican & Independent",99000,"Residential",721059,"1"
"17360","tx","1",61,"0","Republican","European","Republican",250000,"Residential",367925,"0"
"17361","ca","1",26,"0","Republican","European","Republican",233000,"Apartment",3750704,"0"
"17362","ky","1",38,"0","Registered Independent","European","Independent",70776,"Residential",272916,"0"
"17363","az","1",52,"1","Non-Partisan","Other","Republican & Independent",70000,"Residential",186692,"0"
"17364","ms","1",81,"0","Democratic","European","Democratic",37999,"Residential",130739,"1"
"17365","fl","0",51,"1","Democratic","European","Democratic",44000,"Apartment",112500,"0"
"17366","al","1",42,"0","Democratic","Likely African-American","Democratic",73392,"Unknown",177343,"0"
"17367","ny","1",55,"0","Democratic","Other","Democratic",25416,"Apartment",301315,"0"
"17368","oh","1",43,"0","Republican","European","Republican",89381,"Residential",186062,"0"
"17369","or","1",68,"1","Democratic","European","Democratic & Independent",67749,"Residential",463521,"0"
"17370","ms","1",45,"1","Non-Partisan","","Republican & Independent",157000,"Residential",213666,"0"
"17371","md","0",78,"0","Democratic","European","Democratic",54473,"Residential",162500,"1"
"17372","ny","1",84,"1","Democratic","European","Democratic",20000,"Apartment",460556,"1"
"17373","nv","1",73,"1","Non-Partisan","European","Independent",97000,"Residential",401919,"0"
"17374","mo","0",38,"0","Democratic","East and South Asian","Democratic",12000,"Residential",37500,"0"
"17375","ca","1",69,"0","Democratic","","Democratic",194000,"Residential",NA,"1"
"17376","ca","1",77,"1","Non-Partisan","European","Independent",125000,"Condominium",214764,"1"
"17377","ut","1",75,"1","Non-Partisan","European","Independent",99000,"Residential",269364,"1"
"17378","vt","1",31,"0","Republican","European","Republican",250000,"Residential",909257,"0"
"17379","nj","1",60,"1","Democratic","European","Democratic & Independent",100601,"Unknown",248332,"0"
"17380","ca","1",20,"0","Republican","Hispanic and Portuguese","Republican",27000,"Residential",167712,"0"
"17381","oh","1",35,"0","Progressive","","Independent",43000,"Apartment",237500,"0"
"17382","ca","1",24,"0","Democratic","European","Democratic",42954,"Unknown",514705,"0"
"17383","mi","0",37,"0","Democratic","European","Democratic",89000,"Apartment",126941,"0"
"17384","ca","0",25,"0","Non-Partisan","European","Independent",79000,"Apartment",1167416,"0"
"17385","pa","1",50,"0","Democratic","European","Democratic",199000,"Apartment",286599,"0"
"17386","co","1",56,"0","Republican","European","Republican",80448,"Residential",1000000,"0"
"17387","ca","0",22,"1","Democratic","Likely African-American","Democratic & Independent",98000,"Apartment",1192113,"0"
"17388","pa","1",28,"0","Democratic","European","Democratic",90000,"Residential",201740,"1"
"17389","oh","0",75,"0","Republican","European","Republican",160000,"Residential",540983,"1"
"17390","va","1",83,"1","Non-Partisan","Other","Independent",151000,"Condominium",489949,"0"
"17391","al","1",56,"1","Democratic","Likely African-American","Democratic",83392,"Residential",157762,"0"
"17392","fl","1",79,"1","Republican","European","Republican",37000,"Residential",182932,"0"
"17393","wi","0",28,"0","Democratic","European","Democratic",113872,"Apartment",257994,"0"
"17394","nc","1",36,"0","Non-Partisan","Likely African-American","Independent",7000,"Residential",57777,"0"
"17395","tx","1",30,"1","Democratic","Likely African-American","Democratic",60000,"Residential",162500,"0"
"17396","ok","0",31,"0","Non-Partisan","European","Independent",79166,"Apartment",141356,"0"
"17397","mi","0",64,"1","Republican","European","Democratic & Republican",71188,"Apartment",217717,"0"
"17398","il","1",47,"1","Republican","Hispanic and Portuguese","Republican",44078,"Residential",181840,"1"
"17399","oh","1",65,"1","Democratic","Hispanic and Portuguese","Democratic & Republican",103319,"Duplex",102173,"0"
"17400","in","1",70,"1","Republican","European","Republican",81675,"Residential",212909,"1"
"17401","ca","1",70,"0","Democratic","Other","Democratic",156010,"Unknown",637553,"0"
"17402","oh","1",69,"0","Republican","European","Republican",95000,"Residential",173395,"0"
"17403","sc","0",22,"1","Democratic","Likely African-American","Democratic",63970,"Residential",185869,"0"
"17404","mi","0",44,"0","Democratic","Hispanic and Portuguese","Democratic",44000,"Apartment",34749,"0"
"17405","pa","0",71,"1","Republican","European","Republican",46922,"Apartment",312705,"1"
"17406","oh","1",70,"1","Democratic","","Democratic & Independent",80000,"Residential",223460,"0"
"17407","nv","0",36,"0","American Independent","","Independent",124824,"Apartment",544710,"0"
"17408","nj","1",67,"1","Democratic","European","Democratic",115000,"Apartment",348938,"1"
"17409","mi","1",81,"0","Democratic","Likely African-American","Democratic",6000,"Residential",78138,"1"
"17410","id","1",70,"0","Republican","European","Republican",NA,"Unknown",NA,"0"
"17411","wi","0",67,"1","Republican","European","Republican",61000,"Residential",161797,"0"
"17412","ct","1",69,"1","Democratic","European","Democratic & Republican & Independent",136000,"Residential",839963,"1"
"17413","ma","0",20,"1","Non-Partisan","European","Republican & Independent",250000,"Residential",3750704,"0"
"17414","wi","1",66,"0","Republican","European","Republican",53903,"Residential",122936,"1"
"17415","pa","1",21,"1","Non-Partisan","European","Democratic & Independent",36249,"Residential",141139,"0"
"17416","ct","1",37,"0","Republican","European","Republican",250000,"Residential",475000,"0"
"17417","tx","1",56,"1","Republican","European","Democratic & Republican",55000,"Residential",158274,"1"
"17418","nc","1",19,"0","Non-Partisan","European","Republican & Independent",91000,"Residential",222058,"1"
"17419","wi","1",65,"0","Democratic","European","Democratic",52856,"Triplex",353220,"1"
"17420","pa","0",61,"1","Registered Independent","Other","Independent",45984,"Residential",62500,"0"
"17421","tx","1",20,"0","Democratic","Likely African-American","Democratic",59499,"Apartment",140322,"0"
"17422","wi","1",70,"0","Republican","European","Republican",45356,"Residential",239829,"0"
"17423","ny","1",63,"0","Independence","European","Republican & Independent",100000,"Apartment",492104,"0"
"17424","ca","1",26,"1","Democratic","Hispanic and Portuguese","Democratic",71000,"Apartment",253561,"0"
"17425","pa","1",36,"1","Democratic","Likely African-American","Democratic",77325,"Residential",137616,"0"
"17426","ny","1",17,"1","Democratic","Hispanic and Portuguese","Democratic",49249,"Duplex",368333,"0"
"17427","fl","0",47,"1","Republican","European","Democratic & Republican & Independent",44264,"Residential",466666,"0"
"17428","mi","1",58,"0","Republican","European","Republican",97000,"Apartment",263224,"0"
"17429","co","0",62,"1","Non-Partisan","European","Republican & Independent",234246,"Residential",625000,"0"
"17430","nj","0",18,"1","Democratic","Other","Democratic & Independent",96000,"Apartment",357922,"0"
"17431","il","1",51,"1","Democratic","European","Democratic",16000,"Residential",87500,"1"
"17432","mn","1",68,"0","Republican","","Republican",142000,"Apartment",460190,"0"
"17433","pa","1",68,"1","Democratic","","Democratic & Independent",18936,"Unknown",178209,"0"
"17434","mo","1",61,"1","Democratic","Likely African-American","Democratic",6000,"Residential",89499,"0"
"17435","mo","1",32,"1","Democratic","Hispanic and Portuguese","Democratic",63461,"Apartment",187500,"0"
"17436","ny","1",59,"1","Democratic","Hispanic and Portuguese","Democratic",11000,"Duplex",87500,"0"
"17437","tx","0",27,"0","Democratic","Hispanic and Portuguese","Democratic",74273,"Apartment",226420,"0"
"17438","il","1",66,"1","Democratic","European","Democratic & Independent",50000,"Apartment",193102,"0"
"17439","fl","1",32,"0","Non-Partisan","Likely African-American","Democratic & Independent",86424,"Residential",252499,"0"
"17440","ga","0",39,"1","Republican","European","Republican & Independent",46000,"Apartment",667554,"0"
"17441","mo","1",52,"1","Democratic","","Democratic & Republican",250000,"Residential",189927,"1"
"17442","va","1",34,"0","Democratic","European","Democratic",250000,"Residential",765440,"1"
"17443","tx","1",24,"1","Republican","European","Republican",130000,"Residential",156730,"0"
"17444","nc","1",36,"0","Libertarian","European","Democratic & Republican & Independent",61077,"Residential",244854,"0"
"17445","wi","1",53,"0","Democratic","European","Independent",71549,"Unknown",297266,"0"
"17446","az","1",62,"0","Non-Partisan","European","Republican & Independent",64182,"Residential",325000,"0"
"17447","ca","1",32,"1","Republican","Other","Republican",194000,"Residential",511460,"0"
"17448","pa","1",54,"1","Democratic","European","Democratic & Republican",34422,"Residential",117228,"0"
"17449","co","0",26,"1","Non-Partisan","European","Independent",114697,"Condominium",278048,"0"
"17450","tx","0",58,"0","Democratic","European","Democratic & Republican",184900,"Residential",306339,"0"
"17451","nc","0",68,"0","Republican","Hispanic and Portuguese","Republican",32000,"Residential",85232,"1"
"17452","tx","1",33,"0","Non-Partisan","European","Independent",151973,"Residential",475855,"0"
"17453","md","0",25,"1","Republican","Hispanic and Portuguese","Republican",87000,"Triplex",223421,"0"
"17454","ok","1",47,"1","Republican","European","Republican",237000,"Residential",325861,"0"
"17455","sc","1",20,"0","Democratic","European","Democratic",195945,"Residential",600059,"0"
"17456","ny","0",43,"1","Non-Partisan","European","Democratic & Independent",53905,"Duplex",244852,"0"
"17457","ma","1",91,"1","Republican","","Republican & Independent",134000,"Residential",508817,"0"
"17458","or","0",56,"0","Democratic","European","Democratic",51428,"Unknown",113439,"0"
"17459","ga","0",30,"1","Non-Partisan","European","Independent",60681,"Residential",87500,"0"
"17460","ca","1",36,"1","Non-Partisan","European","Republican & Independent",65356,"Residential",328350,"0"
"17461","wi","0",NA,"0","Non-Partisan","European","Independent",23000,"Apartment",164339,"0"
"17462","mn","1",81,"1","Non-Partisan","European","Independent",71000,"Residential",375000,"0"
"17463","ny","1",62,"0","Democratic","Other","Democratic",140000,"Apartment",769438,"0"
"17464","ga","0",18,"1","Democratic","Likely African-American","Democratic",NA,"Apartment",NA,"0"
"17465","pa","1",76,"1","Democratic","European","Democratic & Republican",250000,"Residential",1000000,"0"
"17466","il","0",30,"1","Non-Partisan","European","Independent",19000,"Apartment",244835,"0"
"17467","ny","1",46,"1","Democratic","European","Democratic",175000,"Condominium",441865,"0"
"17468","ms","1",NA,"1","Democratic","Likely African-American","Democratic",12000,"Apartment",27744,"0"
"17469","nm","1",63,"1","Democratic","European","Democratic",44702,"Apartment",74999,"0"
"17470","ny","1",84,"1","Independence","European","Independent",166000,"Residential",223814,"1"
"17471","mi","1",70,"0","Republican","European","Republican",56000,"Residential",187093,"0"
"17472","az","1",44,"0","Republican","Hispanic and Portuguese","Republican & Independent",22000,"Residential",131166,"0"
"17473","wa","1",40,"1","Democratic","European","Democratic",87000,"Apartment",653845,"0"
"17474","ky","1",63,"1","Democratic","Hispanic and Portuguese","Democratic",58332,"Residential",212618,"0"
"17475","in","0",64,"0","Democratic","European","Democratic & Republican",89000,"Unknown",236975,"0"
"17476","nj","1",76,"1","Democratic","European","Democratic",37678,"Residential",179719,"0"
"17477","ct","1",79,"1","Democratic","European","Democratic & Republican & Independent",98925,"Residential",181735,"1"
"17478","ma","1",76,"1","Democratic","European","Democratic",46249,"Residential",475000,"0"
"17479","ma","1",54,"1","Democratic","European","Democratic",47000,"Apartment",154646,"1"
"17480","fl","1",49,"0","Democratic","European","Democratic",177000,"Apartment",365642,"0"
"17481","nj","1",49,"1","Democratic","East and South Asian","Democratic",225000,"Residential",425000,"1"
"17482","ky","1",37,"1","Democratic","Likely African-American","Democratic & Republican",58000,"Residential",58912,"0"
"17483","in","1",80,"0","Republican","European","Republican",93909,"Residential",333597,"1"
"17484","tx","1",24,"1","Non-Partisan","","Democratic & Independent",65713,"Residential",425000,"0"
"17485","ma","1",78,"1","Republican","European","Republican",138000,"Residential",677061,"0"
"17486","mi","1",85,"1","Non-Partisan","European","Independent",68000,"Residential",80693,"0"
"17487","tx","0",23,"1","Non-Partisan","European","Independent",76617,"Residential",69117,"0"
"17488","ca","1",59,"0","Republican","European","Republican",NA,"Apartment",271153,"0"
"17489","oh","1",50,"1","Republican","European","Republican",158000,"Residential",251556,"1"
"17490","ca","1",43,"1","American Independent","European","Democratic & Independent",130000,"Residential",1566443,"0"
"17491","il","1",43,"1","Democratic","European","Democratic & Independent",31523,"Residential",124062,"1"
"17492","oh","1",72,"0","Democratic","European","Democratic",52856,"Apartment",315025,"1"
"17493","nc","0",65,"0","Republican","European","Republican",67499,"Residential",369858,"1"
"17494","wi","1",NA,"1","Democratic","European","Democratic",71446,"Apartment",341775,"0"
"17495","oh","1",23,"1","Non-Partisan","European","Independent",93000,"Apartment",159614,"0"
"17496","ma","1",34,"0","Non-Partisan","European","Democratic & Republican & Independent",241000,"Residential",667440,"1"
"17497","pa","1",71,"1","Democratic","Likely African-American","Democratic & Independent",63000,"Duplex",133410,"0"
"17498","or","1",82,"0","Republican","European","Republican",62000,"Apartment",433016,"1"
"17499","mi","0",43,"0","Democratic","European","Democratic",57978,"Apartment",43749,"0"
"17500","ut","0",42,"1","Libertarian","","Independent",116000,"Residential",222580,"0"
"17501","fl","1",84,"1","Republican","European","Republican",174000,"Condominium",379710,"0"
"17502","tn","1",67,"1","Republican","European","Republican",53938,"Residential",62500,"1"
"17503","la","1",71,"0","Republican","European","Republican",11000,"Residential",85768,"1"
"17504","fl","1",41,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",113000,"Apartment",343357,"0"
"17505","ny","1",75,"1","Non-Partisan","Other","Independent",241000,"Condominium",1644218,"0"
"17506","mi","1",61,"1","Democratic","","Democratic",47000,"Residential",286216,"1"
"17507","oh","1",51,"1","Non-Partisan","European","Independent",78288,"Residential",223068,"0"
"17508","il","0",20,"1","Non-Partisan","Hispanic and Portuguese","Independent",49536,"Residential",192968,"0"
"17509","mo","1",37,"1","Non-Partisan","European","Independent",122000,"Residential",199680,"0"
"17510","pa","1",29,"0","Registered Independent","European","Democratic & Independent",64772,"Residential",224999,"0"
"17511","nj","1",38,"0","Democratic","European","Democratic",145000,"Apartment",490677,"0"
"17512","pa","0",46,"0","Democratic","","Democratic & Republican",53749,"Residential",249137,"0"
"17513","tx","1",28,"0","Republican","European","Republican",100977,"Residential",294193,"0"
"17514","ny","1",30,"0","Republican","European","Republican & Independent",42499,"Duplex",137500,"0"
"17515","or","1",74,"1","Republican","European","Republican",56000,"Residential",482691,"1"
"17516","oh","1",76,"1","Non-Partisan","European","Independent",NA,"Apartment",229105,"0"
"17517","ca","1",18,"0","Democratic","European","Democratic",70092,"Apartment",302243,"0"
"17518","sc","1",52,"1","Democratic","","Democratic",34499,"Residential",258189,"0"
"17519","pa","0",22,"0","Republican","European","Republican & Independent",55932,"Residential",162265,"0"
"17520","mi","1",50,"0","Democratic","European","Democratic",88000,"Residential",159958,"1"
"17521","wa","1",20,"1","Republican","European","Republican",176000,"Apartment",870798,"0"
"17522","or","1",94,"1","Democratic","European","Democratic & Independent",108000,"Residential",583133,"0"
"17523","ga","0",35,"1","Democratic","Likely African-American","Democratic",148000,"Apartment",437888,"0"
"17524","oh","1",42,"1","Democratic","East and South Asian","Democratic & Republican",99000,"Residential",205237,"0"
"17525","il","0",24,"1","Non-Partisan","East and South Asian","Independent",122000,"Apartment",158078,"0"
"17526","ma","1",47,"1","Non-Partisan","European","Independent",NA,"Apartment",NA,"0"
"17527","ga","1",61,"1","Democratic","European","Democratic",46000,"Residential",113689,"1"
"17528","tx","0",18,"0","Democratic","European","Democratic",18000,"Residential",95999,"0"
"17529","mi","0",53,"0","Republican","European","Republican",38039,"Duplex",193444,"1"
"17530","tn","1",56,"1","Republican","European","Republican",71000,"Residential",89499,"0"
"17531","il","1",33,"1","Democratic","Hispanic and Portuguese","Democratic",49000,"Apartment",160371,"0"
"17532","ut","1",41,"0","Non-Partisan","European","Republican & Independent",68000,"Residential",180818,"0"
"17533","nc","1",20,"0","Republican","European","Republican",93000,"Residential",182869,"0"
"17534","va","1",35,"0","Democratic","European","Democratic",70000,"Unknown",286971,"0"
"17535","ny","1",26,"0","Democratic","","Democratic & Republican",147000,"Residential",352499,"1"
"17536","la","1",47,"0","Non-Partisan","European","Republican & Independent",35000,"Residential",NA,"0"
"17537","al","1",19,"0","Republican","European","Republican",37499,"Residential",264346,"1"
"17538","al","0",26,"0","Democratic","European","Democratic",130977,"Residential",162500,"0"
"17539","sd","1",79,"0","Democratic","European","Democratic",22000,"Unknown",126865,"1"
"17540","tx","0",50,"1","Democratic","European","Democratic",75000,"Residential",200239,"0"
"17541","tx","1",85,"0","Republican","European","Republican",44078,"Residential",133410,"0"
"17542","oh","1",49,"1","Republican","European","Republican",101837,"Residential",224098,"0"
"17543","or","1",32,"1","Registered Independent","European","Independent",145000,"Apartment",405136,"0"
"17544","pa","1",33,"1","Non-Partisan","European","Republican & Independent",138000,"Residential",438302,"0"
"17545","tx","1",63,"1","Republican","European","Republican",66000,"Residential",450320,"1"
"17546","ny","1",30,"0","Republican","European","Democratic & Republican",143000,"Unknown",1135782,"0"
"17547","ca","1",70,"1","Republican","European","Republican",90000,"Residential",432519,"1"
"17548","ny","0",44,"0","Non-Partisan","Other","Democratic & Independent",221130,"Residential",512578,"0"
"17549","az","1",38,"1","Republican","European","Republican",35065,"Residential",562853,"0"
"17550","ny","1",37,"1","Democratic","European","Democratic",NA,"Unknown",NA,"0"
"17551","ny","0",34,"1","Non-Partisan","European","Independent",94004,"Apartment",261815,"0"
